0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.41737285092703,6.05872176177408,5.70096099253858,5.34422471526239,4.98867496957133,4.6345091316132,4.2819698563722,3.93135847263928,3.58305326013666,3.23753472129025,2.89542100512776,2.55751824680837,2.22489304706351,3.38390804392322,3.97241379310345,0,3.21839080459771,3.58620689655174,6.3264367816092,4.32183908045978,7.50344609804763,5.05748864026453,5.42528735632184,5.79310344827588,6.16091954022991,6.53129949328648,12.4137931034483,11.6229885057471,12.2114039417542,8.00000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33333333333334,4.96551724137931,4.59770114942526,4.22988505747128,6.52873563218388,3.49425287356321,3.12643678160918,2.75862068965505,2.92404053826606,2.05115519753225,1.67445210507784,3.34270813539839,0.818998132047768,0,3.97240945562336,4.56091954022988,5.14942528735632,5.73793103448276,0,0,7.50344827586207,8.0919540229885,0,10.4275862068966,11.0896551724138,0,11.0344827586207,11.3277217168246,12.2114942528736,12.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99999999999999,4.96551724137928,4.59770114942531,6.89655172413792,3.86206896551721,6.16091954022988,5.79310344827586,5.42528735632183,2.60794373367581,3.0035391609365,1.99588043774328,1.54864827535952,3.0588786419148,2.11494252873564,2.48276295816974,5.13103448275862,3.21839703002212,0,6.32591472882005,7.77931034482759,0,0,0,0,0,11.751724137931,6.89666590495635,0,7.63218390804599,12.7999248351538
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.33333333333333,7.63218390804593,7.26436781609195,4.22988505747127,3.8620689655172,3.49425287356318,3.12643678160915,2.75862068965525,4.21853004113408,3.92140730336698,3.58686890732834,3.24651842670542,1.77754028226374,0,0,2.85979859484136,0,0,0,0,4.6896551724138,0,9.76551724137931,5.79313827866095,6.16622344766145,10.4434131503917,0,0,13.7379310344827,8.00007516484622
